,Gene,variable,value
4318,ASMTL,2_ctrl,4
4319,ASPHD2,2_ctrl,23
4320,ASXL2,2_ctrl,17
4321,ATAD1,2_ctrl,19
4322,ATAD3A,2_ctrl,22
4323,ATAD3B,2_ctrl,13
4324,ATCAY,2_ctrl,24
4325,ATCAY,2_ctrl,17
4326,ATCAY,2_ctrl,9
4327,ATL2,2_ctrl,6
4328,ATL2,2_ctrl,14
4329,ATL2,2_ctrl,6
4330,ATP10D,2_ctrl,4
4331,ATP10D,2_ctrl,6
4332,ATP10D,2_ctrl,11
4333,ATP13A3,2_ctrl,16
4334,ATP1A2,2_ctrl,59
4335,ATP1A2,2_ctrl,16
4336,ATP1A2,2_ctrl,7
4337,ATP1A2,2_ctrl,6
4338,ATP5E,2_ctrl,14
4339,ATP5E,2_ctrl,8
4340,ATP5L2,2_ctrl,7
4341,ATP5SL,2_ctrl,8
4342,ATP5SL,2_ctrl,10
4343,ATP5SL,2_ctrl,5
4344,ATP5S,2_ctrl,6
4345,ATP5S,2_ctrl,9
4346,ATP7B,2_ctrl,9
4347,ATP7B,2_ctrl,3
4348,ATP8B1,2_ctrl,63
4349,ATP8B2,2_ctrl,14
4350,ATP8B2,2_ctrl,41
4351,ATP8B2,2_ctrl,8
4352,ATP8B2,2_ctrl,9
4353,ATP8B2,2_ctrl,26
4354,ATP8B2,2_ctrl,27
4355,ATPAF1,2_ctrl,10
4356,ATXN2,2_ctrl,21
4357,ATXN7,2_ctrl,7
4358,ATXN7,2_ctrl,6
4359,ATXN7,2_ctrl,11
4360,AUH,2_ctrl,18
4361,AZI2,2_ctrl,42
4362,B3GALT1,2_ctrl,26
4363,BAALC,2_ctrl,6
4364,BAALC,2_ctrl,27
4365,BAALC,2_ctrl,11
4366,BAIAP3,2_ctrl,34
4367,BAIAP3,2_ctrl,19
4368,BANF1,2_ctrl,18
4369,BANF1,2_ctrl,10
4370,BANF1,2_ctrl,11
4371,BARX2,2_ctrl,29
4372,BBS1,2_ctrl,9
4373,BCAN,2_ctrl,25
4374,BCAN,2_ctrl,17
4375,BCAP29,2_ctrl,12
4376,BCAR3,2_ctrl,16
4377,BCAR3,2_ctrl,40
4378,BCAR3,2_ctrl,12
4379,BCAR3,2_ctrl,5
4380,BCAR3,2_ctrl,16
4381,BCKDHA,2_ctrl,13
4382,BCKDHA,2_ctrl,28
4383,BCKDHA,2_ctrl,26
4384,BCKDHB,2_ctrl,8
4385,BCO2,2_ctrl,18
4386,BFSP1,2_ctrl,15
4387,BFSP1,2_ctrl,14
4388,BFSP2,2_ctrl,11
4389,BFSP2,2_ctrl,7
4390,BIN2,2_ctrl,21
4391,BIN2,2_ctrl,17
4392,BLID,2_ctrl,41
4393,BLOC1S1,2_ctrl,9
4394,BLOC1S1,2_ctrl,6
4395,BLOC1S5,2_ctrl,15
4396,BLOC1S5,2_ctrl,16
4397,BMS1,2_ctrl,17
4398,BOLA1,2_ctrl,7
4399,BOLA1,2_ctrl,16
4400,BOLA1,2_ctrl,15
4401,BOLA1,2_ctrl,8
4402,BOLA3,2_ctrl,12
4403,BOLA3,2_ctrl,20
4404,BOLA3,2_ctrl,3
4405,BOLA3,2_ctrl,6
4406,BPIFA1,2_ctrl,8
4407,BPIFA1,2_ctrl,8
4408,BPIFB1,2_ctrl,16
4409,BPIFB1,2_ctrl,9
4410,BPIFB2,2_ctrl,23
4411,BRI3BP,2_ctrl,10
4412,BRI3BP,2_ctrl,13
4413,BRK1,2_ctrl,13
4414,BRK1,2_ctrl,9
4415,BSN,2_ctrl,30
4416,BSN,2_ctrl,14
4417,BTAF1,2_ctrl,12
4418,BTF3,2_ctrl,20
4419,BTF3,2_ctrl,5
4420,BVES,2_ctrl,33
4421,BVES,2_ctrl,17
4422,BZRAP1,2_ctrl,5
4423,BZRAP1,2_ctrl,34
4424,BZRAP1,2_ctrl,46
4425,C10orf10,2_ctrl,6
4426,C10orf10,2_ctrl,21
4427,C10orf113,2_ctrl,10
4428,C10orf113,2_ctrl,4
4429,C10orf113,2_ctrl,16
4430,C10orf2,2_ctrl,42
4431,C10orf2,2_ctrl,13
4432,C10orf35,2_ctrl,18
4433,C10orf35,2_ctrl,23
4434,C11orf73,2_ctrl,42
4435,C12orf49,2_ctrl,8
4436,C12orf49,2_ctrl,34
4437,C12orf65,2_ctrl,5
4438,C14orf119,2_ctrl,13
4439,C14orf159,2_ctrl,28
4440,C14orf159,2_ctrl,21
4441,C14orf166,2_ctrl,16
4442,C14orf2,2_ctrl,5
4443,C15orf38-AP3S2,2_ctrl,5
4444,C15orf48,2_ctrl,26
4445,C15orf61,2_ctrl,9
4446,C15orf61,2_ctrl,16
4447,C15orf61,2_ctrl,7
4448,C15orf62,2_ctrl,6
4449,C15orf62,2_ctrl,21
4450,C16orf58,2_ctrl,7
4451,C16orf58,2_ctrl,20
4452,C16orf58,2_ctrl,8
4453,C16orf62,2_ctrl,5
4454,C16orf62,2_ctrl,4
4455,C16orf70,2_ctrl,24
4456,C17orf85,2_ctrl,24
4457,C17orf85,2_ctrl,14
4458,C17orf89,2_ctrl,21
4459,C17orf89,2_ctrl,16
4460,C19orf10,2_ctrl,23
4461,C19orf43,2_ctrl,20
4462,C1GALT1,2_ctrl,7
4463,C1GALT1,2_ctrl,34
4464,C1QBP,2_ctrl,8
4465,C1QBP,2_ctrl,10
4466,C1orf21,2_ctrl,22
4467,C1orf21,2_ctrl,16
4468,C1orf21,2_ctrl,8
4469,C1orf21,2_ctrl,5
4470,C20orf197,2_ctrl,21
4471,C20orf24,2_ctrl,14
4472,C21orf33,2_ctrl,16
4473,C21orf33,2_ctrl,8
4474,C2orf43,2_ctrl,4
4475,C2orf43,2_ctrl,9
4476,C2orf43,2_ctrl,9
4477,C2orf47,2_ctrl,5
4478,C3orf52,2_ctrl,7
4479,C3orf52,2_ctrl,24
4480,C3orf52,2_ctrl,7
4481,C4BPA,2_ctrl,10
4482,C4BPA,2_ctrl,12
4483,C4BPA,2_ctrl,5
4484,C5orf63,2_ctrl,16
4485,C5orf63,2_ctrl,6
4486,C5orf63,2_ctrl,14
4487,C6,2_ctrl,17
4488,C6orf136,2_ctrl,29
4489,C6orf203,2_ctrl,6
4490,C6orf25,2_ctrl,26
4491,C7orf10,2_ctrl,31
4492,C7orf10,2_ctrl,18
4493,C7orf10,2_ctrl,8
4494,C8A,2_ctrl,13
4495,C8B,2_ctrl,13
4496,C8orf82,2_ctrl,5
4497,C8orf82,2_ctrl,14
4498,C9,2_ctrl,16
4499,C9orf91,2_ctrl,10
4500,C9orf91,2_ctrl,14
4501,CABP1,2_ctrl,7
4502,CABS1,2_ctrl,8
4503,CABS1,2_ctrl,17
4504,CABS1,2_ctrl,13
4505,CACFD1,2_ctrl,29
4506,CADPS2,2_ctrl,9
4507,CADPS,2_ctrl,32
4508,CALCOCO1,2_ctrl,4
4509,CALCOCO1,2_ctrl,6
4510,CALCOCO1,2_ctrl,3
4511,CALCOCO1,2_ctrl,11
4512,CALD1,2_ctrl,6
4513,CALD1,2_ctrl,15
4514,CALD1,2_ctrl,18
4515,CALD1,2_ctrl,43
4516,CALU,2_ctrl,3
4517,CAP1,2_ctrl,10
4518,CAP2,2_ctrl,64
4519,CAPRIN2,2_ctrl,4
4520,CAPRIN2,2_ctrl,26
4521,CAPRIN2,2_ctrl,4
4522,CAPZA1,2_ctrl,5
4523,CAPZA1,2_ctrl,10
4524,CAPZA2,2_ctrl,8
4525,CAPZA2,2_ctrl,3
4526,CAPZA2,2_ctrl,25
4527,CAPZA2,2_ctrl,4
4528,CAPZA2,2_ctrl,9
4529,CAPZA3,2_ctrl,9
4530,CARKD,2_ctrl,9
4531,CASQ2,2_ctrl,15
4532,CAV3,2_ctrl,24
4533,CBR4,2_ctrl,7
4534,CBR4,2_ctrl,18
4535,CBR4,2_ctrl,7
4536,CBX2,2_ctrl,10
4537,CBX2,2_ctrl,47
4538,CBX7,2_ctrl,9
4539,CBX7,2_ctrl,50
4540,CCDC136,2_ctrl,86
4541,CCDC136,2_ctrl,5
4542,CCDC151,2_ctrl,10
4543,CCDC151,2_ctrl,29
4544,CCDC19,2_ctrl,12
4545,CCDC19,2_ctrl,15
4546,CCDC19,2_ctrl,15
4547,CCDC3,2_ctrl,8
4548,CCDC51,2_ctrl,9
4549,CCDC51,2_ctrl,11
4550,CCDC53,2_ctrl,8
4551,CCDC53,2_ctrl,6
4552,CCDC88A,2_ctrl,18
4553,CCDC88A,2_ctrl,6
4554,CCDC92,2_ctrl,6
4555,CCDC92,2_ctrl,16
4556,CCDC93,2_ctrl,8
4557,CCDC93,2_ctrl,10
4558,CCDC93,2_ctrl,4
4559,CCDC93,2_ctrl,35
4560,CCL3L1,2_ctrl,8
4561,CCL3L1,2_ctrl,21
4562,CD14,2_ctrl,15
4563,CD14,2_ctrl,22
4564,CD14,2_ctrl,9
4565,CD1B,2_ctrl,16
4566,CD1B,2_ctrl,17
4567,CD300E,2_ctrl,3
4568,CD302,2_ctrl,13
4569,CD302,2_ctrl,19
4570,CD320,2_ctrl,12
4571,CD320,2_ctrl,3
4572,CD3EAP,2_ctrl,9
4573,CD3EAP,2_ctrl,4
4574,CD48,2_ctrl,8
4575,CDC42EP1,2_ctrl,20
4576,CDC42EP1,2_ctrl,20
4577,CDC42EP1,2_ctrl,9
4578,CDC42EP2,2_ctrl,23
4579,CDC42EP3,2_ctrl,29
4580,CDC42EP3,2_ctrl,22
4581,CDC42EP3,2_ctrl,9
4582,CDC42EP4,2_ctrl,31
4583,CDC42EP4,2_ctrl,10
4584,CDC42EP5,2_ctrl,10
4585,CDC42EP5,2_ctrl,10
4586,CDC42EP5,2_ctrl,11
4587,CDC42SE1,2_ctrl,8
4588,CDC42SE1,2_ctrl,5
4589,CDH12,2_ctrl,20
4590,CDH12,2_ctrl,9
4591,CDH3,2_ctrl,10
4592,CDK5RAP1,2_ctrl,4
4593,CDKAL1,2_ctrl,5
4594,CDKAL1,2_ctrl,24
4595,CDKAL1,2_ctrl,9
4596,CDS2,2_ctrl,4
4597,CDV3,2_ctrl,12
4598,CDV3,2_ctrl,17
4599,CDYL,2_ctrl,15
4600,CDYL,2_ctrl,7
4601,CEP170B,2_ctrl,10
4602,CEP170B,2_ctrl,5
4603,CEP170B,2_ctrl,14
4604,CEP170B,2_ctrl,8
4605,CERCAM,2_ctrl,4
4606,CERCAM,2_ctrl,4
4607,CERS4,2_ctrl,9
4608,CERS4,2_ctrl,10
4609,CERS5,2_ctrl,11
4610,CERS5,2_ctrl,17
4611,CES2,2_ctrl,3
4612,CES2,2_ctrl,15
4613,CGNL1,2_ctrl,3
4614,CGN,2_ctrl,5
4615,CGN,2_ctrl,10
4616,CH25H,2_ctrl,10
4617,CH25H,2_ctrl,13
4618,CH25H,2_ctrl,8
4619,CHCHD10,2_ctrl,9
4620,CHCHD10,2_ctrl,17
4621,CHCHD10,2_ctrl,51
4622,CHCHD1,2_ctrl,6
4623,CHCHD1,2_ctrl,12
4624,CHCHD2,2_ctrl,4
4625,CHCHD3,2_ctrl,8
4626,CHCHD3,2_ctrl,23
4627,CHCHD4,2_ctrl,11
4628,CHCHD4,2_ctrl,24
4629,CHCHD5,2_ctrl,20
4630,CHCHD5,2_ctrl,28
4631,CHCHD5,2_ctrl,6
4632,CHCHD5,2_ctrl,20
4633,CHCHD6,2_ctrl,13
4634,CHCHD6,2_ctrl,6
4635,CHCHD7,2_ctrl,21
4636,CHCHD7,2_ctrl,4
4637,CHD6,2_ctrl,4
4638,CHD6,2_ctrl,34
4639,CHD7,2_ctrl,21
4640,CHDH,2_ctrl,21
4641,CHGB,2_ctrl,17
4642,CHIC1,2_ctrl,17
4643,CHIC1,2_ctrl,4
4644,CHMP1A,2_ctrl,9
4645,CHMP1A,2_ctrl,10
4646,CHMP1A,2_ctrl,6
4647,CHMP1B,2_ctrl,7
4648,CHMP1B,2_ctrl,4
4649,CHMP1B,2_ctrl,12
4650,CHMP2B,2_ctrl,8
4651,CHMP2B,2_ctrl,32
4652,CHMP2B,2_ctrl,11
4653,CHPF2,2_ctrl,21
4654,CHPT1,2_ctrl,19
4655,CHPT1,2_ctrl,16
4656,CHRDL2,2_ctrl,15
4657,CHRD,2_ctrl,7
4658,CHRD,2_ctrl,11
4659,CHTF18,2_ctrl,13
4660,CISD1,2_ctrl,6
4661,CISD2,2_ctrl,26
4662,CISD2,2_ctrl,19
4663,CISD3,2_ctrl,21
4664,CLCN5,2_ctrl,10
4665,CLCN5,2_ctrl,4
4666,CLCN5,2_ctrl,20
4667,CLDN8,2_ctrl,4
4668,CLDN8,2_ctrl,7
4669,CLEC2L,2_ctrl,11
4670,CLIC1,2_ctrl,12
4671,CLIP1,2_ctrl,16
4672,CLSTN2,2_ctrl,19
4673,CLTA,2_ctrl,17
4674,CLTA,2_ctrl,3
4675,CLTB,2_ctrl,14
4676,CLTCL1,2_ctrl,42
4677,CLTC,2_ctrl,20
4678,CLTC,2_ctrl,27
4679,CLTC,2_ctrl,9
4680,CMC1,2_ctrl,13
4681,CMC2,2_ctrl,11
4682,CNIH4,2_ctrl,17
4683,CNN1,2_ctrl,18
4684,CNN1,2_ctrl,20
4685,CNN1,2_ctrl,16
4686,CNN1,2_ctrl,16
4687,CNN1,2_ctrl,9
4688,CNN2,2_ctrl,22
4689,CNN2,2_ctrl,20
4690,CNN2,2_ctrl,20
4691,CNNM4,2_ctrl,63
4692,CNNM4,2_ctrl,16
4693,CNTLN,2_ctrl,10
4694,CNTLN,2_ctrl,17
4695,CNTLN,2_ctrl,8
4696,COA4,2_ctrl,20
4697,COA4,2_ctrl,16
4698,COA4,2_ctrl,9
4699,COA5,2_ctrl,9
4700,COA5,2_ctrl,13
4701,COA6,2_ctrl,14
4702,COA6,2_ctrl,10
4703,COG1,2_ctrl,16
4704,COG1,2_ctrl,6
4705,COG1,2_ctrl,10
4706,COG8,2_ctrl,11
4707,COG8,2_ctrl,5
4708,COL14A1,2_ctrl,15
4709,COLGALT1,2_ctrl,23
4710,COLGALT1,2_ctrl,18
4711,COMMD10,2_ctrl,6
4712,COPA,2_ctrl,27
4713,COPA,2_ctrl,8
4714,COPB1,2_ctrl,7
4715,COPB1,2_ctrl,13
4716,COPE,2_ctrl,18
4717,COPE,2_ctrl,23
4718,COPE,2_ctrl,8
4719,COPG1,2_ctrl,4
4720,COPG1,2_ctrl,8
4721,COPG2,2_ctrl,12
4722,COPG2,2_ctrl,6
4723,COPZ1,2_ctrl,5
4724,COPZ1,2_ctrl,3
4725,COPZ1,2_ctrl,26
4726,COPZ1,2_ctrl,9
4727,COPZ2,2_ctrl,15
4728,COPZ2,2_ctrl,5
4729,COPZ2,2_ctrl,13
4730,COQ10A,2_ctrl,29
4731,COQ10B,2_ctrl,11
4732,COQ2,2_ctrl,23
4733,COQ2,2_ctrl,8
4734,COQ3,2_ctrl,9
4735,COQ4,2_ctrl,8
4736,COQ5,2_ctrl,22
4737,COQ7,2_ctrl,29
4738,COQ7,2_ctrl,15
4739,CORO1B,2_ctrl,10
4740,CORO1B,2_ctrl,12
4741,CORO1B,2_ctrl,11
4742,CORO1C,2_ctrl,24
4743,CORO1C,2_ctrl,10
4744,CORO1C,2_ctrl,8
4745,CORO1C,2_ctrl,19
4746,CORO7,2_ctrl,12
4747,COTL1,2_ctrl,29
4748,COX10,2_ctrl,11
4749,COX10,2_ctrl,11
4750,COX11,2_ctrl,11
4751,COX14,2_ctrl,10
4752,COX17,2_ctrl,16
4753,COX17,2_ctrl,6
4754,COX20,2_ctrl,8
4755,COX20,2_ctrl,10
4756,COX20,2_ctrl,35
4757,COX4I2,2_ctrl,7
4758,COX6B2,2_ctrl,23
4759,COX6B2,2_ctrl,19
4760,COX6B2,2_ctrl,7
4761,COX7A2L,2_ctrl,13
4762,COX8C,2_ctrl,25
4763,CPED1,2_ctrl,6
4764,CPED1,2_ctrl,11
4765,CPED1,2_ctrl,7
4766,CPLX3,2_ctrl,6
4767,CPLX3,2_ctrl,10
4768,CPLX3,2_ctrl,12
4769,CPLX3,2_ctrl,13
4770,CPNE1,2_ctrl,9
4771,CPNE1,2_ctrl,9
4772,CPNE1,2_ctrl,13
4773,CPNE1,2_ctrl,18
4774,CPNE2,2_ctrl,15
4775,CPNE2,2_ctrl,16
4776,CPNE3,2_ctrl,5
4777,CPNE3,2_ctrl,11
4778,CPNE4,2_ctrl,17
4779,CPNE4,2_ctrl,12
4780,CPNE4,2_ctrl,4
4781,CPNE4,2_ctrl,25
4782,CPOX,2_ctrl,5
4783,CPSF1,2_ctrl,8
4784,CPSF4,2_ctrl,26
4785,CPSF4,2_ctrl,6
4786,CREB3L1,2_ctrl,5
4787,CREB3L1,2_ctrl,8
4788,CREB3L1,2_ctrl,12
4789,CREB3L3,2_ctrl,14
4790,CREG2,2_ctrl,6
4791,CRIPAK,2_ctrl,15
4792,CRIPT,2_ctrl,20
4793,CRIPT,2_ctrl,7
4794,CRY1,2_ctrl,5
4795,CRYM,2_ctrl,9
4796,CSGALNACT1,2_ctrl,17
4797,CSGALNACT1,2_ctrl,9
4798,CSGALNACT1,2_ctrl,7
4799,CSMD1,2_ctrl,24
4800,CSRP3,2_ctrl,24
4801,CSRP3,2_ctrl,3
4802,CSRP3,2_ctrl,13
4803,CSRP3,2_ctrl,17
4804,CST6,2_ctrl,9
4805,CST6,2_ctrl,33
4806,CTNNAL1,2_ctrl,5
4807,CTNNAL1,2_ctrl,32
4808,CTNNAL1,2_ctrl,6
4809,CTNNAL1,2_ctrl,8
4810,CTPS2,2_ctrl,12
4811,CTPS2,2_ctrl,12
4812,CTTNBP2NL,2_ctrl,8
4813,CTTNBP2,2_ctrl,18
4814,CTU1,2_ctrl,14
4815,CTU1,2_ctrl,11
4816,CTU2,2_ctrl,6
4817,CTU2,2_ctrl,8
4818,CWH43,2_ctrl,16
4819,CWH43,2_ctrl,16
4820,CWH43,2_ctrl,15
4821,CXADR,2_ctrl,15
4822,CXCL16,2_ctrl,10
4823,CXCL16,2_ctrl,19
4824,CXCL16,2_ctrl,3
4825,CXCL16,2_ctrl,14
4826,CXCL1,2_ctrl,12
4827,CXCL1,2_ctrl,11
4828,CXCL1,2_ctrl,15
4829,CXCL1,2_ctrl,8
4830,CXXC4,2_ctrl,8
4831,CXXC4,2_ctrl,21
4832,CXorf23,2_ctrl,11
4833,CXorf23,2_ctrl,18
4834,CXorf23,2_ctrl,10
4835,CYB5D2,2_ctrl,16
4836,CYB5R2,2_ctrl,6
4837,CYB5R2,2_ctrl,5
4838,CYB5R2,2_ctrl,15
4839,CYB5R4,2_ctrl,8
4840,CYBA,2_ctrl,35
4841,CYFIP1,2_ctrl,16
4842,CYFIP2,2_ctrl,7
4843,CYFIP2,2_ctrl,18
4844,CYLC1,2_ctrl,43
4845,CYLC1,2_ctrl,7
4846,CYLC2,2_ctrl,6
4847,CYP20A1,2_ctrl,20
4848,CYP20A1,2_ctrl,23
4849,CYP26B1,2_ctrl,7
4850,CYP27A1,2_ctrl,15
4851,CYP27A1,2_ctrl,4
4852,CYP27C1,2_ctrl,13
4853,CYP2W1,2_ctrl,9
4854,CYP39A1,2_ctrl,5
4855,CYP3A43,2_ctrl,12
4856,CYP4F11,2_ctrl,12
4857,CYP4F12,2_ctrl,24
4858,CYP4F12,2_ctrl,5
4859,CYP4F12,2_ctrl,25
4860,CYP4F22,2_ctrl,17
4861,CYP4F22,2_ctrl,22
4862,CYP4F22,2_ctrl,10
4863,CYP4F22,2_ctrl,17
4864,CYP4F2,2_ctrl,53
4865,CYP4F2,2_ctrl,10
4866,CYP4F3,2_ctrl,4
4867,CYP4F3,2_ctrl,10
4868,CYP4F8,2_ctrl,22
4869,CYP4F8,2_ctrl,16
4870,CYP7A1,2_ctrl,8
4871,CYP7A1,2_ctrl,16
4872,CYP7B1,2_ctrl,20
4873,CYP7B1,2_ctrl,23
4874,CYP7B1,2_ctrl,9
4875,CYTH1,2_ctrl,11
4876,CYTH4,2_ctrl,36
4877,CYTH4,2_ctrl,5
4878,CYTH4,2_ctrl,6
4879,D2HGDH,2_ctrl,21
4880,DAAM1,2_ctrl,12
4881,DAAM1,2_ctrl,9
4882,DAAM1,2_ctrl,26
4883,DAGLA,2_ctrl,20
4884,DAGLA,2_ctrl,7
4885,DAGLA,2_ctrl,8
4886,DAOA,2_ctrl,3
4887,DAOA,2_ctrl,20
4888,DAZAP1,2_ctrl,4
4889,DBN1,2_ctrl,6
4890,DBN1,2_ctrl,8
4891,DBN1,2_ctrl,18
4892,DBN1,2_ctrl,13
4893,DBT,2_ctrl,9
4894,DBT,2_ctrl,4
4895,DCAF5,2_ctrl,9
4896,DCAKD,2_ctrl,14
4897,DCAKD,2_ctrl,8
4898,DCSTAMP,2_ctrl,5
4899,DCTN5,2_ctrl,6
4900,DCTN5,2_ctrl,8
4901,DCTN6,2_ctrl,7
4902,DCTN6,2_ctrl,20
4903,DCTN6,2_ctrl,40
4904,DDHD1,2_ctrl,33
4905,DDRGK1,2_ctrl,8
4906,DDRGK1,2_ctrl,3
4907,DDT,2_ctrl,12
4908,DDT,2_ctrl,14
4909,DDT,2_ctrl,4
4910,DDT,2_ctrl,15
4911,DDX19A,2_ctrl,9
4912,DDX19B,2_ctrl,3
4913,DDX19B,2_ctrl,6
4914,DDX19B,2_ctrl,12
4915,DDX19B,2_ctrl,7
4916,DDX1,2_ctrl,21
4917,DDX28,2_ctrl,41
4918,DDX28,2_ctrl,15
4919,DDX28,2_ctrl,11
4920,DENND1A,2_ctrl,4
4921,DENND1A,2_ctrl,9
4922,DERL2,2_ctrl,26
4923,DGAT1,2_ctrl,6
4924,DGAT1,2_ctrl,9
4925,DGAT2,2_ctrl,20
4926,DGAT2,2_ctrl,6
4927,DHTKD1,2_ctrl,4
4928,DHTKD1,2_ctrl,24
4929,DHX15,2_ctrl,13
4930,DHX15,2_ctrl,19
4931,DHX29,2_ctrl,8
4932,DHX30,2_ctrl,10
4933,DHX30,2_ctrl,6
4934,DHX30,2_ctrl,11
4935,DHX30,2_ctrl,12
4936,DHX30,2_ctrl,22
4937,DHX32,2_ctrl,42
4938,DHX32,2_ctrl,11
4939,DHX32,2_ctrl,6
4940,DHX37,2_ctrl,8
4941,DIAPH3,2_ctrl,7
4942,DIMT1,2_ctrl,13
4943,DIRAS2,2_ctrl,14
4944,DIRAS2,2_ctrl,5
4945,DMGDH,2_ctrl,32
4946,DNAH10,2_ctrl,16
4947,DNAH10,2_ctrl,10
4948,DNAH12,2_ctrl,11
4949,DNAH17,2_ctrl,10
4950,DNAH1,2_ctrl,5
4951,DNAH1,2_ctrl,19
4952,DNAH3,2_ctrl,19
4953,DNAH3,2_ctrl,7
4954,DNAH7,2_ctrl,5
4955,DNAH7,2_ctrl,5
4956,DNAI1,2_ctrl,4
4957,DNAI2,2_ctrl,8
4958,DNAJC25-GNG10,2_ctrl,23
4959,DNAJC25-GNG10,2_ctrl,5
4960,DNAJC25-GNG10,2_ctrl,10
4961,DNAL1,2_ctrl,15
4962,DNAL1,2_ctrl,20
4963,DNAL1,2_ctrl,12
4964,DNALI1,2_ctrl,11
4965,DNALI1,2_ctrl,15
4966,DNALI1,2_ctrl,6
4967,DNER,2_ctrl,13
4968,DNER,2_ctrl,32
4969,DNLZ,2_ctrl,28
4970,DOC2A,2_ctrl,12
4971,DOC2A,2_ctrl,13
4972,DOC2A,2_ctrl,10
4973,DOC2A,2_ctrl,8
4974,DOC2B,2_ctrl,15
4975,DOCK10,2_ctrl,17
4976,DOCK10,2_ctrl,64
4977,DOCK11,2_ctrl,6
4978,DOCK11,2_ctrl,7
4979,DOCK3,2_ctrl,8
4980,DOCK3,2_ctrl,6
4981,DOCK3,2_ctrl,6
4982,DOCK4,2_ctrl,6
4983,DOCK5,2_ctrl,9
4984,DOCK5,2_ctrl,11
4985,DOCK5,2_ctrl,14
4986,DOCK8,2_ctrl,8
4987,DOCK8,2_ctrl,13
4988,DOPEY2,2_ctrl,8
4989,DOPEY2,2_ctrl,29
4990,DPM1,2_ctrl,4
4991,DPM1,2_ctrl,5
4992,DPM1,2_ctrl,18
4993,DPM1,2_ctrl,10
4994,DPM2,2_ctrl,24
4995,DPM2,2_ctrl,20
4996,DPM3,2_ctrl,18
4997,DPM3,2_ctrl,4
4998,DPM3,2_ctrl,11
4999,DPM3,2_ctrl,14
5000,DPYSL2,2_ctrl,6
5001,DQX1,2_ctrl,5
5002,DQX1,2_ctrl,15
5003,DRP2,2_ctrl,9
5004,DSC3,2_ctrl,9
5005,DSC3,2_ctrl,6
5006,DSG4,2_ctrl,20
5007,DSG4,2_ctrl,7
5008,DSP,2_ctrl,10
5009,DSP,2_ctrl,3
5010,DTNB,2_ctrl,7
5011,DTNB,2_ctrl,8
5012,DUS1L,2_ctrl,22
5013,DUS1L,2_ctrl,9
5014,DUS2,2_ctrl,13
5015,DUS2,2_ctrl,5
5016,DUS2,2_ctrl,27
5017,DYNC1I2,2_ctrl,34
5018,DYNC1I2,2_ctrl,44
5019,DYNC2H1,2_ctrl,17
5020,DYNC2H1,2_ctrl,3
5021,DYNC2H1,2_ctrl,36
5022,DYNLRB1,2_ctrl,11
5023,DYNLRB2,2_ctrl,25
5024,DYNLRB2,2_ctrl,4
5025,EBAG9,2_ctrl,9
5026,EBPL,2_ctrl,24
5027,EBPL,2_ctrl,5
5028,ECHDC1,2_ctrl,9
5029,ECHDC1,2_ctrl,30
5030,ECHDC1,2_ctrl,5
5031,ECHDC1,2_ctrl,11
5032,ECHDC3,2_ctrl,28
5033,EDF1,2_ctrl,8
5034,EDF1,2_ctrl,6
5035,EED,2_ctrl,17
5036,EED,2_ctrl,15
5037,EEFSEC,2_ctrl,6
5038,EEFSEC,2_ctrl,11
5039,EFHD2,2_ctrl,29
5040,EFHD2,2_ctrl,16
5041,ELAC2,2_ctrl,15
5042,ELAC2,2_ctrl,11
5043,ELMO1,2_ctrl,14
5044,ELMO1,2_ctrl,3
5045,ELMO2,2_ctrl,14
5046,ELMO3,2_ctrl,10
5047,ELMOD1,2_ctrl,3
5048,ELMOD1,2_ctrl,20
5049,ELMOD2,2_ctrl,11
5050,ELMOD2,2_ctrl,6
5051,ELMOD2,2_ctrl,16
5052,ELMOD3,2_ctrl,26
5053,ELOVL1,2_ctrl,24
5054,ELOVL1,2_ctrl,17
5055,ELOVL1,2_ctrl,11
5056,ELOVL3,2_ctrl,34
5057,ELOVL3,2_ctrl,19
5058,ELOVL3,2_ctrl,10
5059,ELOVL6,2_ctrl,41
5060,ELOVL6,2_ctrl,11
5061,ELOVL7,2_ctrl,13
5062,EMC1,2_ctrl,17
5063,EMC1,2_ctrl,3
5064,EMC3,2_ctrl,8
5065,EMC4,2_ctrl,13
5066,EMC4,2_ctrl,10
5067,EMC6,2_ctrl,24
5068,EMC7,2_ctrl,26
5069,EMC7,2_ctrl,12
5070,EMC8,2_ctrl,34
5071,EMC8,2_ctrl,24
5072,EMC9,2_ctrl,9
5073,EMC9,2_ctrl,9
5074,ENPP7,2_ctrl,8
5075,EPB41L1,2_ctrl,11
5076,EPB41L1,2_ctrl,21
5077,EPB41L1,2_ctrl,40
5078,EPB41L2,2_ctrl,9
5079,EPB41L3,2_ctrl,4
5080,EPB41L3,2_ctrl,3
5081,EPB41L4A,2_ctrl,12
5082,EPB41L4B,2_ctrl,37
5083,EPB41L5,2_ctrl,10
5084,EPB41L5,2_ctrl,17
5085,EPB41L5,2_ctrl,16
5086,EPB41L5,2_ctrl,16
5087,EPB41,2_ctrl,14
5088,EPB41,2_ctrl,6
5089,EPB42,2_ctrl,15
5090,EPCAM,2_ctrl,10
5091,EPCAM,2_ctrl,27
5092,EPPK1,2_ctrl,17
5093,EPPK1,2_ctrl,5
5094,EPPK1,2_ctrl,32
5095,EPS15L1,2_ctrl,5
